(2, 3, 7, 43, 1807, 3263442)
(2, 3, 7, 43, 1808, 1632624)
(2, 3, 7, 43, 1809, 1089018)
(2, 3, 7, 43, 1810, 817215)
(2, 3, 7, 43, 1812, 545412)
(2, 3, 7, 43, 1813, 467754)
(2, 3, 7, 43, 1815, 364210)
(2, 3, 7, 43, 1818, 273609)
(2, 3, 7, 43, 1820, 234780)
(2, 3, 7, 43, 1824, 183008)
(2, 3, 7, 43, 1827, 157122)
(2, 3, 7, 43, 1834, 118293)
(2, 3, 7, 43, 1842, 92407)
(2, 3, 7, 43, 1848, 79464)
(2, 3, 7, 43, 1849, 77658)
(2, 3, 7, 43, 1855, 68370)
(2, 3, 7, 43, 1869, 53578)
(2, 3, 7, 43, 1890, 40635)
(2, 3, 7, 43, 1892, 39732)
(2, 3, 7, 43, 1904, 35088)
(2, 3, 7, 43, 1932, 27692)
(2, 3, 7, 43, 1935, 27090)
(2, 3, 7, 43, 1953, 23994)
(2, 3, 7, 43, 1978, 20769)
(2, 3, 7, 43, 2002, 18447)
(2, 3, 7, 43, 2058, 14749)
(2, 3, 7, 43, 2064, 14448)
(2, 3, 7, 43, 2100, 12900)
(2, 3, 7, 43, 2107, 12642)
(2, 3, 7, 43, 2193, 10234)
(2, 3, 7, 43, 2247, 9202)
(2, 3, 7, 43, 2322, 8127)
(2, 3, 7, 43, 2394, 7353)
(2, 3, 7, 43, 2408, 7224)
(2, 3, 7, 43, 2580, 6020)
(2, 3, 7, 43, 2688, 5504)
(2, 3, 7, 43, 2709, 5418)
(2, 3, 7, 43, 3010, 4515)
(2, 3, 7, 43, 3354, 3913)
(2, 3, 7, 43, 3570, 3655)
(2, 3, 7, 43, 3612, 3612)
(2, 3, 7, 44, 925, 854700)
(2, 3, 7, 44, 926, 427812)
(2, 3, 7, 44, 927, 285516)
(2, 3, 7, 44, 928, 214368)
(2, 3, 7, 44, 930, 143220)
(2, 3, 7, 44, 931, 122892)
(2, 3, 7, 44, 932, 107646)
(2, 3, 7, 44, 933, 95788)
(2, 3, 7, 44, 935, 78540)
(2, 3, 7, 44, 936, 72072)
(2, 3, 7, 44, 938, 61908)
(2, 3, 7, 44, 940, 54285)
(2, 3, 7, 44, 942, 48356)
(2, 3, 7, 44, 945, 41580)
(2, 3, 7, 44, 946, 39732)
(2, 3, 7, 44, 948, 36498)
(2, 3, 7, 44, 952, 31416)
(2, 3, 7, 44, 957, 26796)
(2, 3, 7, 44, 960, 24640)
(2, 3, 7, 44, 966, 21252)
(2, 3, 7, 44, 968, 20328)
(2, 3, 7, 44, 972, 18711)
(2, 3, 7, 44, 973, 18348)
(2, 3, 7, 44, 980, 16170)
(2, 3, 7, 44, 987, 14476)
(2, 3, 7, 44, 990, 13860)
(2, 3, 7, 44, 996, 12782)
(2, 3, 7, 44, 1001, 12012)
(2, 3, 7, 44, 1008, 11088)
(2, 3, 7, 44, 1012, 10626)
(2, 3, 7, 44, 1022, 9636)
(2, 3, 7, 44, 1023, 9548)
(2, 3, 7, 44, 1036, 8547)
(2, 3, 7, 44, 1045, 7980)
(2, 3, 7, 44, 1050, 7700)
(2, 3, 7, 44, 1056, 7392)
(2, 3, 7, 44, 1068, 6853)
(2, 3, 7, 44, 1071, 6732)
(2, 3, 7, 44, 1078, 6468)
(2, 3, 7, 44, 1092, 6006)
(2, 3, 7, 44, 1100, 5775)
(2, 3, 7, 44, 1120, 5280)
(2, 3, 7, 44, 1122, 5236)
(2, 3, 7, 44, 1155, 4620)
(2, 3, 7, 44, 1166, 4452)
(2, 3, 7, 44, 1176, 4312)
(2, 3, 7, 44, 1188, 4158)
(2, 3, 7, 44, 1218, 3828)
(2, 3, 7, 44, 1232, 3696)
(2, 3, 7, 44, 1260, 3465)
(2, 3, 7, 44, 1287, 3276)
(2, 3, 7, 44, 1316, 3102)
(2, 3, 7, 44, 1320, 3080)
(2, 3, 7, 44, 1365, 2860)
(2, 3, 7, 44, 1386, 2772)
(2, 3, 7, 44, 1408, 2688)
(2, 3, 7, 44, 1428, 2618)
(2, 3, 7, 44, 1452, 2541)
(2, 3, 7, 44, 1463, 2508)
(2, 3, 7, 44, 1512, 2376)
(2, 3, 7, 44, 1540, 2310)
(2, 3, 7, 44, 1617, 2156)
(2, 3, 7, 44, 1650, 2100)
(2, 3, 7, 44, 1708, 2013)
(2, 3, 7, 44, 1716, 2002)
(2, 3, 7, 44, 1771, 1932)
(2, 3, 7, 44, 1806, 1892)
(2, 3, 7, 44, 1848, 1848)
